@relation Diamantes

@attribute carat numeric
@attribute cut {Ideal,Premium,Good,Very_Good,Fair}
@attribute color {E,I,J,H,F,G,D}
@attribute clarity {SI2,SI1,VS1,VS2,VVS2,VVS1,I1,IF}
@attribute price {300-699,1000-4999,5000-9999,10000+,700-999}

@data
0.41,Very_Good,E,VVS2,1000-4999
0.41,Ideal,G,VS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,D,SI1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Very_Good,E,VVS2,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Good,F,VVS2,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Very_Good,D,VS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Very_Good,G,VVS1,1000-4999
0.41,Very_Good,G,VVS1,1000-4999
0.41,Very_Good,D,VS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Very_Good,G,VVS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Premium,E,VS1,1000-4999
0.41,Ideal,E,VS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Very_Good,D,VVS2,1000-4999
0.41,Very_Good,E,VS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,H,VS2,1000-4999
0.41,Ideal,H,VS2,1000-4999
0.41,Very_Good,H,VVS1,1000-4999
0.41,Good,E,VS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Good,E,VVS1,1000-4999
0.41,Good,F,VVS2,1000-4999
0.41,Ideal,D,VS2,1000-4999
0.41,Ideal,D,VS2,1000-4999
0.41,Ideal,F,VS1,1000-4999
0.41,Ideal,F,VS1,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Very_Good,E,VVS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Premium,E,VVS2,1000-4999
0.41,Ideal,H,IF,1000-4999
0.41,Ideal,H,IF,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Very_Good,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Premium,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Very_Good,H,IF,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Premium,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Very_Good,G,IF,1000-4999
0.41,Ideal,G,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Good,F,I1,300-699
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Good,E,VVS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Ideal,G,VVS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Premium,G,VVS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Premium,E,VVS2,1000-4999
0.41,Very_Good,E,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,G,VVS2,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,H,IF,1000-4999
0.41,Ideal,H,IF,1000-4999
0.41,Ideal,H,IF,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Premium,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Premium,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Very_Good,E,VVS2,1000-4999
0.41,Very_Good,E,VVS1,1000-4999
0.41,Very_Good,F,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,H,VS1,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Premium,D,VS1,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Very_Good,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Very_Good,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Good,E,VVS1,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Very_Good,F,IF,1000-4999
0.41,Ideal,F,VS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,F,VVS2,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Very_Good,D,VVS1,1000-4999
0.41,Premium,D,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Premium,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,F,VVS1,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,D,VVS2,1000-4999
0.41,Premium,D,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Very_Good,D,VVS2,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Very_Good,E,VVS1,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Very_Good,D,VVS1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,D,SI1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Premium,D,VVS1,1000-4999
0.41,Ideal,E,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,D,VS1,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Ideal,G,IF,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Premium,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS2,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Premium,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Premium,D,VVS1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Premium,D,VVS1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Ideal,D,VVS1,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Ideal,F,IF,1000-4999
0.41,Ideal,E,VVS1,1000-4999
0.41,Good,I,SI2,300-699
0.41,Premium,I,SI2,300-699
0.42,Premium,I,SI2,300-699
0.42,Very_Good,G,SI2,300-699
0.42,Good,D,SI2,300-699
0.42,Very_Good,D,SI2,300-699
0.42,Ideal,H,SI2,300-699
0.42,Ideal,H,SI2,300-699
0.42,Ideal,H,SI2,300-699
0.42,Ideal,F,SI2,300-699
0.42,Premium,I,SI1,300-699
0.42,Very_Good,I,SI1,300-699
0.42,Ideal,J,VS2,300-699
0.42,Ideal,J,VS1,300-699
0.42,Good,F,SI2,300-699
0.42,Good,D,SI2,300-699
0.42,Good,H,SI1,300-699
0.42,Good,D,SI2,300-699
0.42,Very_Good,E,SI2,300-699
0.42,Premium,E,SI2,300-699
0.42,Ideal,I,SI1,300-699
0.42,Very_Good,D,SI2,300-699
0.42,Ideal,D,SI2,300-699
0.42,Ideal,D,SI2,300-699
0.42,Ideal,J,VS1,300-699
0.42,Ideal,F,SI2,300-699
0.42,Ideal,J,VS1,300-699
0.42,Very_Good,H,SI1,300-699
0.42,Very_Good,D,SI2,300-699
0.42,Ideal,J,VVS2,300-699
0.42,Fair,D,SI1,300-699
0.42,Ideal,J,VS2,300-699
0.42,Ideal,G,SI2,300-699
0.42,Ideal,G,SI2,300-699
0.42,Good,G,SI1,300-699
0.42,Very_Good,G,SI1,300-699
0.42,Premium,G,SI1,300-699
0.42,Ideal,E,SI2,300-699
0.42,Very_Good,G,SI1,300-699
0.42,Very_Good,G,SI1,300-699
0.42,Ideal,I,SI1,300-699
0.42,Ideal,F,SI1,300-699
0.42,Very_Good,E,SI2,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Ideal,E,SI2,700-999
0.42,Ideal,D,SI2,700-999
0.42,Very_Good,D,SI2,700-999
0.42,Good,H,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Premium,D,SI2,700-999
0.42,Ideal,H,SI1,700-999
0.42,Very_Good,D,SI2,700-999
0.42,Good,H,SI1,700-999
0.42,Premium,H,SI1,700-999
0.42,Premium,D,SI2,700-999
0.42,Ideal,G,SI1,700-999
0.42,Premium,I,SI2,700-999
0.42,Very_Good,F,SI2,700-999
0.42,Very_Good,I,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Very_Good,J,VS2,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,J,VS1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Good,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Good,G,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Very_Good,H,VS2,700-999
0.42,Ideal,G,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,H,VS2,700-999
0.42,Ideal,H,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Very_Good,I,VVS2,700-999
0.42,Ideal,I,VS1,700-999
0.42,Ideal,I,VS1,700-999
0.42,Ideal,I,VS1,700-999
0.42,Very_Good,H,VS2,700-999
0.42,Premium,F,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Ideal,H,VS2,700-999
0.42,Very_Good,H,VS2,700-999
0.42,Ideal,E,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Good,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,I,VS1,700-999
0.42,Very_Good,I,VS1,700-999
0.42,Ideal,G,SI1,700-999
0.42,Premium,E,SI2,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,F,VS2,700-999
0.42,Very_Good,I,VS1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Ideal,G,VVS2,700-999
0.42,Ideal,G,SI1,700-999
0.42,Premium,I,SI1,700-999
0.42,Premium,I,SI1,700-999
0.42,Ideal,I,VS2,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Premium,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Premium,D,SI1,700-999
0.42,Premium,D,SI1,700-999
0.42,Premium,D,SI1,700-999
0.42,Premium,E,SI2,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,H,VVS2,700-999
0.42,Premium,D,VS2,700-999
0.42,Very_Good,I,SI1,700-999
0.42,Ideal,G,SI2,700-999
0.42,Ideal,H,VS1,700-999
0.42,Ideal,I,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Good,H,SI1,700-999
0.42,Premium,E,SI2,700-999
0.42,Premium,E,SI2,700-999
0.42,Very_Good,D,SI2,700-999
0.42,Very_Good,D,SI2,700-999
0.42,Very_Good,H,VS2,700-999
0.42,Ideal,F,SI1,700-999
0.42,Premium,H,VS1,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Premium,H,VS1,700-999
0.42,Very_Good,G,VS2,700-999
0.42,Ideal,H,VS1,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,H,VS1,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,H,VS1,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Very_Good,G,VS2,700-999
0.42,Very_Good,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Premium,H,VS1,700-999
0.42,Premium,G,VS2,700-999
0.42,Ideal,J,VS1,700-999
0.42,Ideal,F,SI2,700-999
0.42,Very_Good,G,VS2,700-999
0.42,Ideal,I,VVS2,700-999
0.42,Premium,D,SI2,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Good,I,VVS1,700-999
0.42,Ideal,F,VS2,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,D,VS2,700-999
0.42,Premium,G,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Ideal,G,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Ideal,E,SI2,700-999
0.42,Premium,F,VS2,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Very_Good,F,VS2,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,G,SI1,700-999
0.42,Premium,H,SI1,700-999
0.42,Premium,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Very_Good,H,SI1,700-999
0.42,Premium,H,SI1,700-999
0.42,Ideal,H,SI1,700-999
0.42,Premium,H,SI1,700-999
0.42,Ideal,E,SI2,700-999
0.42,Ideal,E,SI2,700-999
0.42,Ideal,D,SI2,700-999
0.42,Premium,D,SI2,700-999
0.42,Premium,D,SI2,700-999
0.42,Premium,D,SI2,700-999
0.42,Premium,D,SI2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,G,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Very_Good,D,VS2,700-999
0.42,Very_Good,D,VS2,700-999
0.42,Very_Good,D,VS2,700-999
0.42,Very_Good,F,VS1,700-999
0.42,Ideal,H,VVS2,700-999
0.42,Very_Good,D,VS1,700-999
0.42,Ideal,I,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Ideal,F,VS1,700-999
0.42,Very_Good,F,VS1,700-999
0.42,Very_Good,G,VS1,700-999
0.42,Very_Good,H,VVS2,700-999
0.42,Premium,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Very_Good,H,VVS2,700-999
0.42,Very_Good,H,VVS2,700-999
0.42,Ideal,G,VS1,700-999
0.42,Very_Good,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,H,VVS2,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Very_Good,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,F,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Very_Good,F,SI1,700-999
0.42,Good,F,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Ideal,G,VVS2,700-999
0.42,Very_Good,I,IF,700-999
0.42,Ideal,G,VVS2,700-999
0.42,Ideal,D,VS2,700-999
0.42,Premium,D,SI1,700-999
0.42,Very_Good,D,SI1,700-999
0.42,Ideal,G,SI1,700-999
0.42,Very_Good,G,SI1,700-999
0.42,Ideal,G,SI1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Ideal,I,VVS1,700-999
0.42,Premium,G,SI1,700-999
0.42,Premium,G,SI1,700-999
0.42,Premium,F,VS2,700-999
0.42,Premium,F,VS2,700-999
0.42,Good,E,SI1,700-999
0.42,Ideal,D,VS2,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Very_Good,G,VVS2,700-999
0.42,Very_Good,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Premium,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Premium,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Premium,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Very_Good,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,E,VS2,700-999
0.42,Ideal,G,VVS2,700-999
0.42,Ideal,D,VS2,700-999
0.42,Ideal,I,IF,700-999
0.42,Ideal,I,IF,700-999
0.42,Ideal,I,IF,700-999
0.42,Ideal,G,VVS2,700-999
0.42,Premium,G,VVS2,700-999
0.42,Premium,F,SI1,700-999
0.42,Ideal,H,VVS1,700-999
0.42,Premium,D,SI1,700-999
0.42,Premium,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,D,SI1,700-999
0.42,Ideal,G,SI2,700-999
0.42,Premium,H,VVS2,700-999
0.42,Premium,H,VVS2,700-999
0.42,Ideal,H,VVS2,700-999
0.42,Ideal,H,VVS2,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Ideal,G,VS1,700-999
0.42,Premium,G,VS1,700-999
0.42,Premium,F,VS1,700-999
0.42,Ideal,F,VS1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Ideal,I,VS1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Ideal,F,SI1,700-999
0.42,Premium,F,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Premium,E,SI1,700-999
0.42,Very_Good,E,SI1,700-999
0.42,Ideal,E,SI1,700-999
0.42,Ideal,H,VS2,700-999
0.42,Premium,H,VS2,700-999
0.42,Ideal,H,VS2,700-999
0.42,Very_Good,E,VS1,1000-4999
0.42,Ideal,D,VS1,1000-4999
0.42,Premium,H,SI1,1000-4999
